author;ID_core_pubs;Sloupec1;Odkaz na isvavai.cz;Kód výsledku;Dodavatel;Název v původním jazyce;Název v českém jazyce;pubs_title_eng;Druh;Poddruh;Poddruh (alt);Jazyk;Obor - skupina;Obor;Vědní obor;Stav uplatnění výsledku;Rok uplatnění;Kód důvěrnosti;Počet výskytů výsledku;Počet tvůrců celkem;Počet domácích tvůrců;list;Popis výsledku v pův. jazyce;abstract;keywords;URL s plným textem výsledku;Odkaz na údaje z výzkumu;DOI výsledku;ID předkladatele;Předkladatel;Kategorie;Právní forma;Ičo;Název organizace;Ulice sídla;Město sídla;PSČ sídla;Země sídla;Region sídla;Kraj sídla;Okres sídla;Kód předkladatele OJ;Předkladatel OJ;Označení dodávky dat;Datum poslední dodávky;Specifikace;Kontrolní číslo;Název periodika / sborníku;ISBN;ISSN;e-ISSN;Svazek periodika;Číslo periodika v rámci uvedeného svazku;Název nakladatele resp. objednatele;Místo vydání;Stát vydavatele periodika;Počet stran knihy;Počet stran výsledku;Strana od-do;Kód UT WoS článku podle Web of Science;EID výsledku v databázi Scopus;Způsob publikování výsledku;Předpoklad zveřejnění textu výsledku;Místo konání akce;Datum konání nebo zahájení akce;Typ akce podle státní příslušnosti účastníků;Seznam návazností na VA **;Období hodnocení;Finální známka;;;;
2;40;20;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F18%3A10391118%21RIV19-MSM-11240___;RIV/00216208:11240/18:10391118;MSM;Ženský orgasmus a faktory ovlivňující jeho výskyt;Ženský orgasmus a faktory ovlivňující jeho výskyt;Female orgasm and factors influencing its occurence;J;J/C;Jost;cze;-;-;30215;U;2018;S;3;2;2;Krejčová, Lucie:Klapilová, Kateřina;Ženský orgasmus je komplexní psychosomatický proces. Přestože existuje celá řada definic ženského orgasmu, většina z nich se shoduje, že se skládá ze dvou komponent: z tělesné složky, kdy dochází k uvolnění neuromuskulárního napětí v těle ženy v reakci na tělesné dráždění, a z psychologické složky, kdy ženy pociťují sexuální naplnění a uspokojení. Výskyt ženského orgasmu je velmi variabilní a závisí na mnoha faktorech. V rámci tohoto textu představujeme některé z těchto faktorů, které ovlivňují orgastickou schopnost žen a to s důrazem na partnerskou a sexuální perspektivu;Female orgasm is a complex psychosomatic process. Although there are a number of definitions of female orgasm, almost everyone would agree that it consists of two components: the body component, release of neuromuscular tension in response to sensory (physical) stimulation, and the psychological component, transient peak of intense pleasure, sexual fulfillment and satisfaction. The incidence of female orgasm is highly variable and depends on many factors. In this paper, we discuss factors influencing occurrence of orgasm in women in relation to sexual and dyadic perspective.;romantic relationship:masturbation:dyadic sexual behavior:female sexuality:female orgasm;;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV19-MSM-11240___/01:1;07.05.2019;RIV/00216208:11240/18:10391118!RIV19-MSM-11240___;192079049;Sexuológia;;1335-8820;;2018;2;Sexuológia;;SK;;5;13-17;;;;;;;;;;;;S;;
2;41;21;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F17%3A10367734%21RIV18-MSM-11240___;RIV/00216208:11240/17:10367734;MSM;Assessment and treatment of people with problematic sexual interests and behaviors;;Assessment and treatment of people with problematic sexual interests and behaviors;W;;;eng;-;-;50101;U;2017;S;1;5;5;Klapilová, Kateřina:Bártová, Klára:Potyszová, Kateřina:Zikánová, Tereza:Krejčová, Lucie;The intention of this meeting is to bring together an international group of experts to discuss best practices in the area of assessment and treatment of people with problematic sexual interests and behaviors and to develop common approaches and research initiatives. Invited representatives from the following countries will be participating (listed in alphabetical order): Canada, Czech Republic, Russia, United Kingdom, and United States.;The intention of this meeting is to bring together an international group of experts to discuss best practices in the area of assessment and treatment of people with problematic sexual interests and behaviors and to develop common approaches and research initiatives. Invited representatives from the following countries will be participating (listed in alphabetical order): Canada, Czech Republic, Russia, United Kingdom, and United States.;behaviors:interests:sexual:problematic:with:people:treatment:Assessment;;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV18-MSM-11240___/01:1;23.05.2018;RIV/00216208:11240/17:10367734!RIV18-MSM-11240___;192028482;;;;;;;;;;;;;;;;;Klecany, Národní ústav duševního zdraví;26.05.2017;28.05.2017;30;20;WRD;CZ;I;;
2;42;22;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F17%3A10361093%21RIV18-MSM-11240___;RIV/00216208:11240/17:10361093;MSM;Pornography consumption in women: a representative study in Slovakia;;Pornography consumption in women: a representative study in Slovakia;O;;;eng;-;-;30215;U;2017;S;1;5;4;Krejčová, Lucie:Chovanec, Michal:Binter, Jakub:Weiss, Petr:Klapilová, Kateřina;A number of studies on the consumption of pornography have revealed large and clearly defined gender differences. Thus, men appear to be more attracted to and consume significantly more pornography than women (e.g. Hald, 2006). The study of Hald and Štulfoher (2015) found the preference of different pornography contents in women and men. Among heterosexual women, &quot,vanilla&quot, sexual themes (e.g. oral sex, vaginal sex) were the most frequently used. This study aimed to describe the preferences in pornography contents in the national representative sample of Slovakian women and to explore predictors of the frequency of pornography use.;A number of studies on the consumption of pornography have revealed large and clearly defined gender differences. Thus, men appear to be more attracted to and consume significantly more pornography than women (e.g. Hald, 2006). The study of Hald and Štulfoher (2015) found the preference of different pornography contents in women and men. Among heterosexual women, &quot,vanilla&quot, sexual themes (e.g. oral sex, vaginal sex) were the most frequently used. This study aimed to describe the preferences in pornography contents in the national representative sample of Slovakian women and to explore predictors of the frequency of pornography use.;national survey:female sexuality:pornography;http://dx.doi.org/10.1016/j.jsxm.2017.03.079;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV18-MSM-11240___/03:1;11.12.2018;RIV/00216208:11240/17:10361093!RIV18-MSM-11240___;192048867;;;;;;;;;;;;;;;;;;;;;;;;I, S;;
2;43;23;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F17%3A43919120%21RIV18-MSM-00023752;RIV/00023752:_____/17:43919120;MSM;Poruchy sexuální preference pohledem evoluční sexuologie;Poruchy sexuální preference pohledem evoluční sexuologie;Disorders of Sexual Preference from the Perspective of Evolutionary Sexology;J;J/C;Jost;cze;-;-;50102;U;2017;S;4;8;7;Klapilová, Kateřina:Varella-Valentová, Jaroslava:Lindová, Jitka:Androvičová, Renáta:Krejčová, Lucie:Zikánová, Tereza:Binter, Jakub:Bártová, Klára;V následujícím článku jsou popsány hlavní teoretická východiska oboru Evoluční sexuologie, které jsou posléze aplikovány na konkrétní příklady poruch sexuální preference (např. pedofilie, hebefilie, sexuální agrese nebo fetišismus).;In the following text, the theoretical basis of Evolutionary sexuology is described. Later the approach is applied to the concrete examples of sexual preference disorders (e.g. pedophilia, hebephilia, sexual agression or fetishism).;evolutionary psychology:sexual preference disorders, evolutionary sexology:paraphilias;http://sexology.sk/casopis/;;;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;;Klecany;Klecany;CZ;CZ02;CZ020;CZ0209;;;RIV18-MSM-00023752/02:1;25.04.2018;RIV/00023752:_____/17:43919120!RIV18-MSM-00023752;191961483;Sexuologia;;1335-8820;;2017;1;Sexuologia;;SK;;7;26-32;;;;;;;;;;;;P (LO1611);;
2;44;24;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F17%3A10360338%21RIV19-GA0-11240___;RIV/00216208:11240/17:10360338;GA0;Sexual Pathology;;Sexual Pathology;C;;;eng;-;-;50101;U;2017;S;1;2;2;Klapilová, Kateřina:Bártová, Klára;Sexual pathology or disorders of sexual preference refer to persistent and intense sexual interests lasting at least 6 months, where sexual arousal is in response to atypical fantasies, behaviors, objects, situations, or partners. These behaviors, fantasies, or urges can cause distress, interpersonal difficulties, or functional disorders and usually involve non-consenting persons, nonhuman objects, juveniles, or the infliction of humiliation and suffering.;Sexual pathology or disorders of sexual preference refer to persistent and intense sexual interests lasting at least 6 months, where sexual arousal is in response to atypical fantasies, behaviors, objects, situations, or partners. These behaviors, fantasies, or urges can cause distress, interpersonal difficulties, or functional disorders and usually involve non-consenting persons, nonhuman objects, juveniles, or the infliction of humiliation and suffering.;Sexual variants:Sexual deviation:Paraphilias:Disorders of sexual preference;https://link.springer.com/referenceworkentry/10.1007/978-3-319-16999-6_3382-1;;10.1007/978-3-319-16999-6_3382-1;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV19-GA0-11240___/02:2;01.11.2019;RIV/00216208:11240/17:10360338!RIV19-GA0-11240___;192147416;Encyclopedia of Evolutionary Psychological Science;978-3-319-16999-6;;;;;Springer International Publishing;Cham;;3000;9;01.IX;;;;;;;;;;;;P (GA16-18891S);H19;2
2;45;25;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F17%3A43919006%21RIV18-MSM-00023752;RIV/00023752:_____/17:43919006;MSM;Výzkumné nástroje používané k fyziologickému měření ženské sexuální reakce:review;Výzkumné nástroje používané k fyziologickému měření ženské sexuální reakce:review;Research tools used for physiological measurement of female sexual reaction: Review;J;J/C;Jost;cze;-;-;50103;U;2017;S;2;2;2;Krejčová, Lucie:Klapilová, Kateřina;Ženské sexuální vzrušení je komplikovaný psychosomatický proces. Nalezení objektivních výzkumných nástrojů, které hodnotí sexuální žen, a zvláště pak měření fyziologického sexuálního vzrušení, je předmětem zájmu výzkumníků z oblasti sexuologie po řadu desetiletí. V rámci tohoto textu přibližujeme přístroje nejčastěji používané ve výzkumné praxi (nástroje měřící průtok krve pohlavními orgány, lubrikaci, změny teploty, svalovou aktivitu a neurální aktivitu). Tento článek přibližuje mechanismus fungování těchto přístrojů a nastiňuje jejich výhody i nevýhody z hlediska komfortu pro použití uživatelkami, opakovatelnosti a platnosti výsledků a možností interpretace dat.;Female sexual response is a complex psychosomatic mechanism. In contrast to measurement of male sexual arousal, it is not easy to find a valid tool to measure physiological arousal of women. Scientific sexologists are trying to find a way how to do so for decades. In the following text we summarize recent tools for measurement of physiological sexual reaction of women (measurement of circulation of blood in genitals, lubrication, thermal changes, muscle and neural acitivity). We aim to describe the mechanism of functioning and advantages/disadvatages of each tool usage as to their compilance by users, validity and reliability of the results and data processing and interpretation.;research tools/methods:female sexual response:female sexual arousal:psychophysiologic measurement;http://sexology.sk/casopis/;;;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;;Klecany;Klecany;CZ;CZ02;CZ020;CZ0209;;;RIV18-MSM-00023752/02:1;25.04.2018;RIV/00023752:_____/17:43919006!RIV18-MSM-00023752;191961469;Sexuologia;;1335-8820;;2017;1;Sexuologia;;SK;;6;14-19;;;;;;;;;;;;P (LO1611);;
2;46;26;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F17%3A10367735%21RIV18-MSM-11240___;RIV/00216208:11240/17:10367735;MSM;World association for sexual health;;World association for sexual health;M;;;eng;-;-;50101;U;2017;S;1;4;2;Weiss, Petr:Klapilová, Kateřina:Pastor, Zlatko:Zvěřina, Jaroslav;It is my great pleasure to warmly invite you to our 23rd biannual congress for the World Association for Sexual Health in Prague. Our congresses are each unique in the topics, themes and breadth of scope that they offer to sexologists and those working or interested in learning more about the field of sexual health. You will be able to submit your work, to network with peers, colleagues and friends and to enjoy a congress that has such wide appeal across a number of different specialties and of global reach. Our meeting will be under the auspices of a friend of long standing, Professor Petr Weiss. Petr is a recent recipient of the prestigious EFS Gold Medal and I know that he and his team will be the perfect hosts for our next congress. I do hope that you will find the time to contribute and participate at the next WAS congress in whatever way you can whether you are a long standing supporter of WAS or a newcomer. We welcome everyone who supports our mission statement and we look forward to your attendance in this most magnificent and historical city.;It is my great pleasure to warmly invite you to our 23rd biannual congress for the World Association for Sexual Health in Prague. Our congresses are each unique in the topics, themes and breadth of scope that they offer to sexologists and those working or interested in learning more about the field of sexual health. You will be able to submit your work, to network with peers, colleagues and friends and to enjoy a congress that has such wide appeal across a number of different specialties and of global reach. Our meeting will be under the auspices of a friend of long standing, Professor Petr Weiss. Petr is a recent recipient of the prestigious EFS Gold Medal and I know that he and his team will be the perfect hosts for our next congress. I do hope that you will find the time to contribute and participate at the next WAS congress in whatever way you can whether you are a long standing supporter of WAS or a newcomer. We welcome everyone who supports our mission statement and we look forward to your attendance in this most magnificent and historical city.;health:sexual:for:association:World;http://www.was2017.org/;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV18-MSM-11240___/01:1;23.05.2018;RIV/00216208:11240/17:10367735!RIV18-MSM-11240___;192028483;;;;;;;;;;;;;;;;;Praha;28.05.2017;28.05.2017;333;23;WRD;CZ;I;;
2;47;27;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F16%3A43915319%21RIV17-MSM-00023752;RIV/00023752:_____/16:43915319;MSM;(R)evoluce ve výzkumu lidské sexuality;(R)evoluce ve výzkumu lidské sexuality;(R)evolution in research of human sexuality;C;;;cze;A - Společenské vědy;AN - Psychologie;0;U;2016;S;3;10;9;Klapilová, Kateřina:Androvičová, Renáta:Bártová, Klára:Binter, Jakub:Krejčová, Lucie:Lindová, Jitka:Průšová, Denisa:Wells, Timothy Jason:Zikánová, Tereza:Varella Valentova, Jaroslava;Kapitola se zabývá vymezením evoluční psychiatrie, evoluční sexuologie a dál se věnuje specifikům evolučního rámce aplikovaného na poruchy a variace související se sexualitou.;In this chapter it is definied Evolutionary Psychiatry, Evolutionary sexology, and it's main focus is on the specifics of an evolutionary framework applied to disorders and variations related to sexuality.;evolutionary sexology:evolutionary psychiatry;;;;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;;Klecany;Klecany;CZ;CZ02;CZ020;CZ0209;;;RIV17-MSM-00023752/01:1;28.04.2017;RIV/00023752:_____/16:43915319!RIV17-MSM-00023752;191862716;Mozek a jeho člověk, mysl a její nemoc;978-80-7492-283-1;;;;;Galén;Praha;;382;13;117-129;;;;;;;;;;;;P (LO1611);;
2;48;28;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F16%3A10321755%21RIV17-MSM-11240___;RIV/00216208:11240/16:10321755;MSM;Dopad postojů k sexualitě na ženské sexuální vzrušení: studie, využívající dvou typů imaginativních stimulů;Dopad postojů k sexualitě na ženské sexuální vzrušení: studie, využívající dvou typů imaginativních stimulů;The impact of attitudes towards sexuality on female sexual arousal: a study using two types of imaginative stimuli;D;;;cze;F - Lékařské vědy;FQ - Veřejné zdravotnictví, sociální lékařství;0;U;2016;S;1;5;5;Krejčová, Lucie:Binter, Jakub:Pastor, Zlatko:Weiss, Petr:Klapilová, Kateřina;Měření ženské sexuální vzrušivosti představuje jak v rámci primárního výzkumu, tak v rámci klinické praxe, řadu problémů. Zejména disproporce mezi subjektivně vnímaným vzrušením žen a fyziologicky měřenou sexuální odezvou (např. vaginální fotopletysmografie (VPG, termistor), velká variabilita v subjektivních preferencích žen a jejich nízká reaktivita na statické obrazové stimuly je zřejmě důvodem, že není k dispozici standardizovaná sada eroticko-sexuálních stimulů pro ženy. V naší studii bylo měřeno vzrušení (subjektivní i fyziologické - pomocí termistoru GETA) 2 sad sexuálně-erotických stimulů rozdílné povahy (řízená erotické imaginace, čtení erotických textů) u vzorku 20 žen v reproduktivním věku, bez diagnostikovaných sexuálních problémů. Výsledky ukázaly, že testované erotické povídky a výroky jsou vhodné pro měření ženské sexuální fyziologické reakce. Jejich účinnost se ukázala zejména v detekci postojů k sexualitě a určitým sexuálním praktikám, strachu z vlastního výkonu při sexuálním styku, strachu z bolesti a hlavně strachu ze ztráty vlastního vzrušení během sexuálních aktivit.;Measurement of female sexual arousal is as in the primary research and in the clinical practice, a number of problems. Especially disproportion between the subjectively perceived excitement of women and physiological measurements sexual response (eg. Vaginal photopletysmography (VPG, a thermistor), large variability in subjective preferences of women and their low reactivity to static visual stimuli is probably the reason that there is not a standardized set of erotic sex incentives for women. our study measured excitement (subjective and physiological - thermistor GETA), 2 sets of sexually erotic stimuli of different nature (controlled erotic imagination, reading erotic texts) sample of 20 women of reproductive age, without a diagnosed sexual problems. Results showed that the tested erotic stories and sayings are suitable for measurement of female sexual physiological responses. Their effectiveness is proven especially in the detection of attitudes towards sexuality and certain sexual practices for fear of their own performance during sexual intercourse, fear of pain and especially the fear of losing their excitement during sexual activities.;erotic stimuli:sexual arousal:vaginal pletysmography:female sexuality;;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV17-MSM-11240___/01:1;24.05.2017;RIV/00216208:11240/16:10321755!RIV17-MSM-11240___;191922506;XXVII. Bohnické sexuologické dny sborník textů;978-80-7204-935-6;;;;;Akademické nakladatelství CERM, s.r.o.;Brno;;;12;40-51;;;;;Praha;26.02.2015;;;;CST;;S;;
2;49;29;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F16%3A10297081%21RIV17-MSM-11240___;RIV/00216208:11240/16:10297081;MSM;Exploring the Pathways of Adaptation an Avatar 3D Animation Procedures and Virtual Reality Arenas in Research of Human Courtship Behaviour and Sexual Reactivity in Psychological Research;;Exploring the Pathways of Adaptation an Avatar 3D Animation Procedures and Virtual Reality Arenas in Research of Human Courtship Behaviour and Sexual Reactivity in Psychological Research;C;;;eng;A - Společenské vědy;AN - Psychologie;0;U;2016;S;1;11;9;Binter, Jakub:Klapilová, Kateřina:Zikánová, Tereza:Nilsson, Tommy:Bártová, Klára:Krejčová, Lucie:Androvičová, Renáta:Lindová, Jitka:Průšová, Denisa:Wells, Timothy Jason:Říha, Daniel;There are many reasons for utilising 3D animation and virtual reality in sexuality research. Apart from providing a mean with which to (re)experience certain situations there are four main advantages: a) bespoke animated stimuli can be created and customized, which is especially important when researching paraphilia and sexual preferences, b) stimulus production is less expensive and easier to produce compared to real world stimuli, c) virtual reality allows us to capture data such as physiological reasons to stimuli, that we would not be able to otherwise (without resorting to self-report measures which are especially problematic in this research domain), d) ethical, legal, and health and safety issues are less complex since neither physical nor psychological harm is caused to animated characters allowing for the safe presentation of stimuli involving vulnerable targets. The animation sub-group has been exploring so far several production quality levels and various animation procedures in a number of available software. The aim is to develop static as well as dynamic, interactive sexual stimuli for sexual diagnostic and therapeutic purposes. We are aware of number of ethical issues related to the use of virtual reality in proposed research are analysed in this chapter.;There are many reasons for utilising 3D animation and virtual reality in sexuality research. Apart from providing a mean with which to (re)experience certain situations there are four main advantages: a) bespoke animated stimuli can be created and customized, which is especially important when researching paraphilia and sexual preferences, b) stimulus production is less expensive and easier to produce compared to real world stimuli, c) virtual reality allows us to capture data such as physiological reasons to stimuli, that we would not be able to otherwise (without resorting to self-report measures which are especially problematic in this research domain), d) ethical, legal, and health and safety issues are less complex since neither physical nor psychological harm is caused to animated characters allowing for the safe presentation of stimuli involving vulnerable targets. The animation sub-group has been exploring so far several production quality levels and various animation procedures in a number of available software. The aim is to develop static as well as dynamic, interactive sexual stimuli for sexual diagnostic and therapeutic purposes. We are aware of number of ethical issues related to the use of virtual reality in proposed research are analysed in this chapter.;partner choice:psychophysiology:paraphilia:virtual reality:sexual response:3D animation;;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV17-MSM-11240___/01:1;24.05.2017;RIV/00216208:11240/16:10297081!RIV17-MSM-11240___;191922493;Virtual Worlds: The Virtual Reality and Augmented Reality Intersections;978-1-84888-384-0;;;;;Inter-disciplinary press;Oxford;;92;10;35-44;;;;;;;;;;;;I, S;;
2;50;30;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F16%3A43914912%21RIV19-MSM-00023752;RIV/00023752:_____/16:43914912;MSM;Exploring the pathways of adaptation: avatar 3D animation procedures and virtual reality arenas in research of human courtship behaviour and sexual reactivity in psychological research;;Exploring the pathways of adaptation: avatar 3D animation procedures and virtual reality arenas in research of human courtship behaviour and sexual reactivity in psychological research;C;;;eng;-;-;50103;U;2016;S;1;11;10;Binter, Jakub:Klapilová, Kateřina:Zikánová, Tereza:Nilsson, Tommy:Bártová, Klára:Krejčová, Lucie:Androvičová, Renáta:Lindová, Jitka:Průšová, Denisa:Wells, Timothy Jason:Říha, Daniel;There are many reasons for utilising 3D animation and virtual reality in sexuality research. Apart from providing a mean with which to (re)experience certain situations there are four main advantages: a) bespoke animated stimuli can be created and customized, which is especially important when researching paraphilia and sexual preferences, b) stimulus production is less expensive and easier to produce compared to real world stimuli, c) virtual reality allows us to capture data such as physiological reasons to stimuli, that we would not be able to otherwise (without resorting to self-report measures which are especially problematic in this research domain), d) ethical, legal, and health and safety issues are less complex since neither physical nor psychological harm is caused to animated characters allowing for the safe presentation of stimuli involving vulnerable targets. The animation sub-group has been exploring so far several production quality levels and various animation procedures in a number of available software. The aim is to develop static as well as dynamic, interactive sexual stimuli for sexual diagnostic and therapeutic purposes. We are aware of number of ethical issues related to the use of virtual reality in proposed research are analysed in this chapter.;There are many reasons for utilising 3D animation and virtual reality in sexuality research. Apart from providing a mean with which to (re)experience certain situations there are four main advantages: a) bespoke animated stimuli can be created and customized, which is especially important when researching paraphilia and sexual preferences, b) stimulus production is less expensive and easier to produce compared to real world stimuli, c) virtual reality allows us to capture data such as physiological reasons to stimuli, that we would not be able to otherwise (without resorting to self-report measures which are especially problematic in this research domain), d) ethical, legal, and health and safety issues are less complex since neither physical nor psychological harm is caused to animated characters allowing for the safe presentation of stimuli involving vulnerable targets. The animation sub-group has been exploring so far several production quality levels and various animation procedures in a number of available software. The aim is to develop static as well as dynamic, interactive sexual stimuli for sexual diagnostic and therapeutic purposes. We are aware of number of ethical issues related to the use of virtual reality in proposed research are analysed in this chapter.;partner choice:psychophysiology:paraphilia:virtual reality:sexual response:3D animation;;;;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;Topolová;Klecany,;748;CZ;CZ02;CZ020;CZ0209;;;RIV19-MSM-00023752/02:2;29.04.2019;RIV/00023752:_____/16:43914912!RIV19-MSM-00023752;192058580;Virtual Worlds: The Virtual Reality and Augmented Reality Intersections;978-1-84888-384-0;;;;;Inter-Disciplinary Press;Oxford;;92;10;35-44;;;;;;;;;;;;P (ED2.1.00/03.0078);H20;4
2;51;31;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F16%3A10327358%21RIV18-MSM-11240___;RIV/00216208:11240/16:10327358;MSM;Female sexual response to erotic texts is associated with attitudes towards sexuality;;Female sexual response to erotic texts is associated with attitudes towards sexuality;O;;;eng;-;-;50101;U;2016;S;1;5;1;Krejčová, Lucie:Binter, Jakub:Pastor, Zlatko:Weiss, Petr:Klapilová, Kateřina;Recent scientific studies have shown that female sexual arousal is influenced by conscious and unconscious mechanisms (e.g. Janssen et al, 2007), moreover, it depends on dual control mechanisms, involving excitatory and inhibitory neurophysiological systems (Bancroft, 1999). The purpose of the present study was to assess women&apos,s genital response to the set of erotic texts representing various excitatory and inhibitory contents and to test its association with the subscales of the Sexual Inhibition/Sexual Excitation Scales for Women (SIS/SES, Carpenter et al, 2008).;Recent scientific studies have shown that female sexual arousal is influenced by conscious and unconscious mechanisms (e.g. Janssen et al, 2007), moreover, it depends on dual control mechanisms, involving excitatory and inhibitory neurophysiological systems (Bancroft, 1999). The purpose of the present study was to assess women&apos,s genital response to the set of erotic texts representing various excitatory and inhibitory contents and to test its association with the subscales of the Sexual Inhibition/Sexual Excitation Scales for Women (SIS/SES, Carpenter et al, 2008).;sexual excitation:sexual inhibition:vaginal photoplethysmograph:genital arousal:female sexuality;;;10.1016/j.jsxm.2016.03.326;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV18-MSM-11240___/01:1;23.05.2018;RIV/00216208:11240/16:10327358!RIV18-MSM-11240___;192028279;;;;;;;;;;;;;;;;;;;;;;;;I, S;;
