zpusob-vypisu;kod;nazev-originalni;nazev-anglicky;nazev-cesky;druh;poddruh;jazyk;vedni-obor;obor-skupina;obor;rok-uplatneni;kod-duvernosti;pocet-vyskytu;pocet-tvurcu-celkem;pocet-tvurcu-domaci;jmeno;prijmeni;cizi-statni-prislusnik;statni-prislusnost;domaci-tvurce;vedidk;orcid;scopusid;researcherid;klicova-slova;anotace-originalni;anotace-anglicky;anotace-cesky;www;doi-vysledku;www-vyzkum;j-nazev-periodika;j-issn;j-eissn;j-svazek-periodika;j-cislo-periodika;j-stat;j-pocet-stran;j-strana-oddo;j-kod-utwos;j-eid;j-oa-zpusob;j-oa-termin;predkladatel-id;predkladatel-nazev;dodavatel;rok-sberu;specifikace;datum-dodani;kontrolni-cislo;dalsi-vyskyty-vysledku;jine-vyskyty-vysledku;vyzkumne-aktivity;navaznosti
výskyt;RIV/61388955:_____/13:00424324;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;;J;;eng;;C;CF;2013;S;2;4;2;Ondøej;Demel;OCR;CZ;A;7013507;;;;[List];This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;;;10.1080/00268976.2013.809488;;Molecular Physics;0026-8976;;111;16-17;GB;12;2477-2488;000327954200011;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2014;RIV/61388955:_____/13:00424324!RIV14-GA0-61388955;16.05.2014;56653498;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/13:00424324;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;;J;;eng;;C;CF;2013;S;2;4;2;S.;Kedžuch;CIZ;SK;N;;;;;[List];This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;;;10.1080/00268976.2013.809488;;Molecular Physics;0026-8976;;111;16-17;GB;12;2477-2488;000327954200011;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2014;RIV/61388955:_____/13:00424324!RIV14-GA0-61388955;16.05.2014;56653498;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/13:00424324;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;;J;;eng;;C;CF;2013;S;2;4;2;J.;Noga;CIZ;SK;N;;;;;[List];This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;;;10.1080/00268976.2013.809488;;Molecular Physics;0026-8976;;111;16-17;GB;12;2477-2488;000327954200011;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2014;RIV/61388955:_____/13:00424324!RIV14-GA0-61388955;16.05.2014;56653498;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/13:00424324;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;Perturbative triples correction for explicitly correlated Mukherjee's state-specific coupled cluster method;;J;;eng;;C;CF;2013;S;2;4;2;Jiøí;Pittner;OCR;CZ;A;6643604;;;;[List];This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;This paper reports incorporation of the perturbative triples correction within the explicitly correlated Mukherjee's multireference coupled cluster method using the SP ansatz. In accord with the standard approximation, these corrections are not directlyentered by the correlation factor amplitudes, but the explicitly correlated part of the effective Hamiltonian is included in full. The performance of the new method is tested on singlet methylene, potential curve of fluorine molecule and automerisation barrier of cyclobutadiene. It has been found that the convergence pattern of the MkCCSD(T)-F12 results with increasing basis set is improved by approximately one cardinal number, as compared to conventional MkCCSD(T). This improvement appears at the levelof single and double excitations, whereas no significant impact of the explicit treatment of the electron correlation on the (T) correction has been observed, in analogy to a single-reference approach.;;;10.1080/00268976.2013.809488;;Molecular Physics;0026-8976;;111;16-17;GB;12;2477-2488;000327954200011;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2014;RIV/61388955:_____/13:00424324!RIV14-GA0-61388955;16.05.2014;56653498;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;Ondøej;Demel;OCR;CZ;A;7013507;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;AV0;2013;RIV/61388955:_____/12:00377164!RIV13-AV0-61388955;05.09.2013;43435445;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;S.;Kedžuch;CIZ;SK;N;;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;AV0;2013;RIV/61388955:_____/12:00377164!RIV13-AV0-61388955;05.09.2013;43435445;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;Matìj;Švaòa;OCR;CZ;A;6030394;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;AV0;2013;RIV/61388955:_____/12:00377164!RIV13-AV0-61388955;05.09.2013;43435445;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;S.;Ten-no;CIZ;JP;N;;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;AV0;2013;RIV/61388955:_____/12:00377164!RIV13-AV0-61388955;05.09.2013;43435445;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;Jiøí;Pittner;OCR;CZ;A;6643604;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;AV0;2013;RIV/61388955:_____/12:00377164!RIV13-AV0-61388955;05.09.2013;43435445;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;J.;Noga;CIZ;SK;N;;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;AV0;2013;RIV/61388955:_____/12:00377164!RIV13-AV0-61388955;05.09.2013;43435445;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;Ondøej;Demel;OCR;CZ;A;7013507;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2013;RIV/61388955:_____/12:00377164!RIV13-GA0-61388955;06.09.2013;43523069;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;S.;Kedžuch;CIZ;SK;N;;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2013;RIV/61388955:_____/12:00377164!RIV13-GA0-61388955;06.09.2013;43523069;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;Matìj;Švaòa;OCR;CZ;A;6030394;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2013;RIV/61388955:_____/12:00377164!RIV13-GA0-61388955;06.09.2013;43523069;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;S.;Ten-no;CIZ;JP;N;;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2013;RIV/61388955:_____/12:00377164!RIV13-GA0-61388955;06.09.2013;43523069;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;Jiøí;Pittner;OCR;CZ;A;6643604;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2013;RIV/61388955:_____/12:00377164!RIV13-GA0-61388955;06.09.2013;43523069;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/12:00377164;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;An explicitly correlated Mukherjee's state specific coupled cluster method: development and pilot applications;;J;;eng;;C;CF;2012;S;2;6;3;J.;Noga;CIZ;SK;N;;;;;[List];This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;This paper reports development of the explicitly correlated variant of Mukherjee's state specific multireference coupled cluster method (MkCC-F12). The current implementation is restricted to conventional single and double excitations and to pseudo-double excitations related to the Slater Type Geminal (STG) correlation factor using the SP ansatz. The performance of the MkCCSD-F12 was tested on calculations of singlet methylene, dissociation curve of the fluorine molecule, and the BeH2 insertion pathway.As expected, the results of the newly developed method reconfirm the significantly faster convergence with respect to the basis set limit compared to the traditional expansion in Slater determinants. Results prove that treating the correlation factor separately for each reference is appropriate.;;;10.1039/c2cp23198k;;Physical Chemistry Chemical Physics;1463-9076;;14;14;GB;10;4753-4763;000301494400010;;;;ico:61388955;Ústav fyzikální chemie J. Heyrovského AV ÈR, v. v. i.;GA0;2013;RIV/61388955:_____/12:00377164!RIV13-GA0-61388955;06.09.2013;43523069;[List];[List];[List];[List]
